Sample	seq_name	length	PI	MW	Hydro
CP001157.1_2358657_2359925_+	CP001157.1_2358657_2359925_+	422.0	4.8	46615.82	-133.0
CP001157.1_4992876_4994144_-	CP001157.1_4992876_4994144_-	422.0	9.05	43560.13	398.6
CP001157.1_632786_634051_-	CP001157.1_632786_634051_-	421.0	9.5	45895.78	168.6
CP001157.1_1764713_1765978_-	CP001157.1_1764713_1765978_-	421.0	6.8	47406.37	-58.3
CP001157.1_792525_793790_+	CP001157.1_792525_793790_+	421.0	5.73	44845.1	-9.3
CP001157.1_3850105_3851370_+	CP001157.1_3850105_3851370_+	421.0	8.05	45875.6	-78.4
CP001157.1_1254172_1255437_+	CP001157.1_1254172_1255437_+	421.0	5.82	44854.21	84.9
CP001157.1_2471973_2473238_+	CP001157.1_2471973_2473238_+	421.0	10.99	48865.37	-157.0
CP001157.1_648722_649987_-	CP001157.1_648722_649987_-	421.0	5.58	46289.77	-63.1
CP001157.1_4727887_4729149_+	CP001157.1_4727887_4729149_+	420.0	8.52	44504.04	-44.6
CP001157.1_3858708_3859970_+	CP001157.1_3858708_3859970_+	420.0	7.09	46968.24	-238.7
CP001157.1_1697116_1698378_+	CP001157.1_1697116_1698378_+	420.0	6.2	46764.32	-178.8
CP001157.1_1731442_1732704_-	CP001157.1_1731442_1732704_-	420.0	9.02	44283.91	375.4
CP001157.1_439715_440977_-	CP001157.1_439715_440977_-	420.0	9.49	47871.94	-341.6
CP001157.1_39075_40337_+	CP001157.1_39075_40337_+	420.0	5.75	44413.78	380.6
CP001157.1_1801485_1802747_+	CP001157.1_1801485_1802747_+	420.0	5.46	46825.44	-148.4
CP001157.1_3230214_3231476_+	CP001157.1_3230214_3231476_+	420.0	6.2	47452.09	-103.5
CP001157.1_3225516_3226778_-	CP001157.1_3225516_3226778_-	420.0	8.21	44334.5	283.8
CP001157.1_3724943_3726202_-	CP001157.1_3724943_3726202_-	419.0	8.96	45703.77	-102.8
CP001157.1_4814265_4815524_-	CP001157.1_4814265_4815524_-	419.0	6.52	47076.22	-149.7
CP001157.1_1808380_1809639_+	CP001157.1_1808380_1809639_+	419.0	10.75	46975.63	237.9
CP001157.1_417280_418539_+	CP001157.1_417280_418539_+	419.0	6.35	46510.36	-29.8
CP001157.1_3600485_3601744_+	CP001157.1_3600485_3601744_+	419.0	6.81	44036.48	362.9
CP001157.1_130376_131635_-	CP001157.1_130376_131635_-	419.0	8.17	43515.76	387.9
CP001157.1_462255_463514_+	CP001157.1_462255_463514_+	419.0	5.23	44833.56	-20.7
CP001157.1_4761325_4762581_+	CP001157.1_4761325_4762581_+	418.0	7.63	46956.85	-147.1
CP001157.1_3793024_3794280_-	CP001157.1_3793024_3794280_-	418.0	5.73	43037.64	-18.5
CP001157.1_5228812_5230068_+	CP001157.1_5228812_5230068_+	418.0	7.57	45045.34	321.2
CP001157.1_4528110_4529363_-	CP001157.1_4528110_4529363_-	417.0	9.84	46504.47	318.6
CP001157.1_4132885_4134138_+	CP001157.1_4132885_4134138_+	417.0	5.93	45383.57	-55.2
CP001157.1_1735044_1736294_-	CP001157.1_1735044_1736294_-	416.0	5.49	45851.15	-39.9
CP001157.1_1450932_1452182_+	CP001157.1_1450932_1452182_+	416.0	9.37	44965.9	194.3
CP001157.1_3406769_3408019_+	CP001157.1_3406769_3408019_+	416.0	4.77	47548.85	-170.7
CP001157.1_3018549_3019799_+	CP001157.1_3018549_3019799_+	416.0	6.13	46281.68	-91.4
CP001157.1_4839780_4841027_+	CP001157.1_4839780_4841027_+	415.0	5.13	45336.77	13.0
CP001157.1_3340794_3342041_+	CP001157.1_3340794_3342041_+	415.0	6.61	44548.91	-60.2
CP001157.1_1293317_1294564_+	CP001157.1_1293317_1294564_+	415.0	5.05	44404.6	14.3
CP001157.1_1728727_1729974_+	CP001157.1_1728727_1729974_+	415.0	4.98	45904.86	-56.2
CP001157.1_5302156_5303403_+	CP001157.1_5302156_5303403_+	415.0	8.26	45042.11	-56.1
CP001157.1_3995350_3996597_-	CP001157.1_3995350_3996597_-	415.0	8.23	44512.96	160.6
CP001157.1_4411313_4412557_+	CP001157.1_4411313_4412557_+	414.0	6.11	45633.25	-122.9
CP001157.1_510352_511596_-	CP001157.1_510352_511596_-	414.0	9.4	43903.79	378.8
CP001157.1_4366423_4367667_-	CP001157.1_4366423_4367667_-	414.0	5.47	44244.1	43.6
CP001157.1_344015_345259_-	CP001157.1_344015_345259_-	414.0	8.65	43275.63	513.1
CP001157.1_2651962_2653206_-	CP001157.1_2651962_2653206_-	414.0	8.27	44494.86	350.0
CP001157.1_1452876_1454120_+	CP001157.1_1452876_1454120_+	414.0	7.47	44300.2	224.1
CP001157.1_3962913_3964157_-	CP001157.1_3962913_3964157_-	414.0	9.59	42797.99	-154.5
CP001157.1_1221042_1222286_+	CP001157.1_1221042_1222286_+	414.0	5.36	45763.99	69.3
CP001157.1_4579418_4580659_+	CP001157.1_4579418_4580659_+	413.0	9.71	43523.55	355.6
CP001157.1_3370991_3372232_-	CP001157.1_3370991_3372232_-	413.0	6.29	46086.11	-134.2
CP001157.1_2344359_2345600_-	CP001157.1_2344359_2345600_-	413.0	7.06	46194.26	-57.7
CP001157.1_1490228_1491469_+	CP001157.1_1490228_1491469_+	413.0	9.33	42788.85	374.1
CP001157.1_1760640_1761878_-	CP001157.1_1760640_1761878_-	412.0	11.7	42478.61	377.8
CP001157.1_3461686_3462924_+	CP001157.1_3461686_3462924_+	412.0	8.73	44332.31	-88.2
CP001157.1_4427605_4428843_-	CP001157.1_4427605_4428843_-	412.0	5.93	43951.24	-72.7
CP001157.1_3350983_3352221_-	CP001157.1_3350983_3352221_-	412.0	5.03	45634.42	7.3
CP001157.1_3125551_3126789_+	CP001157.1_3125551_3126789_+	412.0	5.93	45716.25	-82.1
CP001157.1_4989948_4991186_+	CP001157.1_4989948_4991186_+	412.0	5.68	46299.55	-238.8
CP001157.1_4410029_4411267_+	CP001157.1_4410029_4411267_+	412.0	5.75	45155.25	-132.7
CP001157.1_2891792_2893027_+	CP001157.1_2891792_2893027_+	411.0	6.68	44611.17	-17.4
CP001157.1_864549_865784_+	CP001157.1_864549_865784_+	411.0	6.22	46020.03	-237.2
CP001157.1_405018_406253_-	CP001157.1_405018_406253_-	411.0	7.66	46500.2	-138.5
CP001157.1_2945647_2946882_-	CP001157.1_2945647_2946882_-	411.0	5.91	45416.03	-70.3
CP001157.1_3490523_3491758_-	CP001157.1_3490523_3491758_-	411.0	5.6	43885.27	35.1
CP001157.1_3518219_3519454_-	CP001157.1_3518219_3519454_-	411.0	5.18	44593.06	-6.7
CP001157.1_953160_954392_-	CP001157.1_953160_954392_-	410.0	9.05	43679.47	44.2
CP001157.1_3037220_3038452_-	CP001157.1_3037220_3038452_-	410.0	4.38	46203.89	-207.4
CP001157.1_3661086_3662315_-	CP001157.1_3661086_3662315_-	409.0	9.43	41662.27	399.6
CP001157.1_2992301_2993530_+	CP001157.1_2992301_2993530_+	409.0	8.45	42210.25	407.1
CP001157.1_699181_700410_+	CP001157.1_699181_700410_+	409.0	5.16	44230.86	44.1
CP001157.1_2750810_2752039_-	CP001157.1_2750810_2752039_-	409.0	7.41	43842.54	292.7
CP001157.1_1617093_1618322_-	CP001157.1_1617093_1618322_-	409.0	7.01	43085.83	333.4
CP001157.1_4897511_4898740_+	CP001157.1_4897511_4898740_+	409.0	6.17	44404.86	-11.8
CP001157.1_3738396_3739622_-	CP001157.1_3738396_3739622_-	408.0	8.74	46126.23	170.6
CP001157.1_4520490_4521716_-	CP001157.1_4520490_4521716_-	408.0	9.53	45342.29	202.0
CP001157.1_3452075_3453301_+	CP001157.1_3452075_3453301_+	408.0	9.63	42089.56	373.6
CP001157.1_3657573_3658799_-	CP001157.1_3657573_3658799_-	408.0	10.0	41718.73	419.2
CP001157.1_1572178_1573404_+	CP001157.1_1572178_1573404_+	408.0	4.94	43485.57	41.2
CP001157.1_1445912_1447135_+	CP001157.1_1445912_1447135_+	407.0	5.19	45674.22	-96.3
CP001157.1_4435997_4437220_+	CP001157.1_4435997_4437220_+	407.0	6.11	45545.52	-132.3
CP001157.1_4953517_4954740_-	CP001157.1_4953517_4954740_-	407.0	9.34	46653.89	-55.7
CP001157.1_4239297_4240520_-	CP001157.1_4239297_4240520_-	407.0	9.46	41446.17	405.4
CP001157.1_3477340_3478563_+	CP001157.1_3477340_3478563_+	407.0	4.55	45847.42	-206.3
CP001157.1_3434129_3435352_-	CP001157.1_3434129_3435352_-	407.0	6.53	46034.04	-242.4
CP001157.1_2494322_2495545_-	CP001157.1_2494322_2495545_-	407.0	6.65	43776.99	-47.3
CP001157.1_4235371_4236591_+	CP001157.1_4235371_4236591_+	406.0	7.78	41655.43	414.6
CP001157.1_3044882_3046102_-	CP001157.1_3044882_3046102_-	406.0	6.06	44959.59	-29.4
CP001157.1_3109601_3110821_+	CP001157.1_3109601_3110821_+	406.0	9.98	44839.11	206.9
CP001157.1_3043656_3044876_-	CP001157.1_3043656_3044876_-	406.0	6.1	44581.08	-52.1
CP001157.1_205981_207201_+	CP001157.1_205981_207201_+	406.0	6.03	44416.73	-75.0
CP001157.1_1579243_1580462_+	CP001157.1_1579243_1580462_+	406.0	9.17	45911.71	333.5
CP001157.1_3525102_3526322_-	CP001157.1_3525102_3526322_-	406.0	6.0	43992.18	-9.3
CP001157.1_341611_342831_+	CP001157.1_341611_342831_+	406.0	7.25	42632.89	65.3
CP001157.1_1376316_1377536_+	CP001157.1_1376316_1377536_+	406.0	5.54	45279.6	-121.7
CP001157.1_4114839_4116056_-	CP001157.1_4114839_4116056_-	405.0	4.86	44384.89	-175.1
CP001157.1_1160557_1161774_-	CP001157.1_1160557_1161774_-	405.0	9.27	44210.02	98.7
CP001157.1_3469650_3470867_-	CP001157.1_3469650_3470867_-	405.0	8.39	43521.83	2.8
CP001157.1_4480623_4481840_-	CP001157.1_4480623_4481840_-	405.0	7.28	44189.73	-4.2
CP001157.1_2783590_2784807_+	CP001157.1_2783590_2784807_+	405.0	8.48	42316.45	378.6
CP001157.1_4804829_4806046_-	CP001157.1_4804829_4806046_-	405.0	7.89	44295.97	-10.0
CP001157.1_4372562_4373779_-	CP001157.1_4372562_4373779_-	405.0	7.98	44290.0	-92.2
CP001157.1_1300491_1301708_+	CP001157.1_1300491_1301708_+	405.0	5.16	42286.42	70.9
CP001157.1_2999228_3000445_+	CP001157.1_2999228_3000445_+	405.0	5.33	42777.55	-9.9
CP001157.1_234144_235361_-	CP001157.1_234144_235361_-	405.0	5.84	44577.32	-149.7
CP001157.1_1953925_1955139_-	CP001157.1_1953925_1955139_-	404.0	9.06	43910.62	332.1
CP001157.1_727382_728596_+	CP001157.1_727382_728596_+	404.0	9.37	42378.26	353.1
CP001157.1_4090290_4091504_-	CP001157.1_4090290_4091504_-	404.0	6.13	44648.63	-112.5
CP001157.1_4033606_4034820_+	CP001157.1_4033606_4034820_+	404.0	6.93	43601.25	-63.8
CP001157.1_800768_801982_+	CP001157.1_800768_801982_+	404.0	6.82	44458.78	-53.3
CP001157.1_3486396_3487607_-	CP001157.1_3486396_3487607_-	403.0	5.91	42993.91	25.8
CP001157.1_1441410_1442621_+	CP001157.1_1441410_1442621_+	403.0	5.98	43894.16	-31.1
CP001157.1_1442625_1443836_+	CP001157.1_1442625_1443836_+	403.0	6.63	43601.18	271.1
CP001157.1_2672080_2673291_-	CP001157.1_2672080_2673291_-	403.0	5.83	43160.28	20.5
CP001157.1_967832_969043_-	CP001157.1_967832_969043_-	403.0	9.76	44610.53	-135.5
CP001157.1_2338494_2339705_-	CP001157.1_2338494_2339705_-	403.0	9.59	42227.67	288.7
CP001157.1_4334013_4335224_-	CP001157.1_4334013_4335224_-	403.0	5.89	43946.29	-22.8
CP001157.1_2249627_2250838_+	CP001157.1_2249627_2250838_+	403.0	10.06	41878.3	377.4
CP001157.1_1287760_1288968_+	CP001157.1_1287760_1288968_+	402.0	5.8	44008.72	256.8
CP001157.1_154365_155573_+	CP001157.1_154365_155573_+	402.0	5.96	43695.74	-51.5
CP001157.1_275855_277063_-	CP001157.1_275855_277063_-	402.0	6.8	42912.32	-2.8
CP001157.1_2873040_2874248_-	CP001157.1_2873040_2874248_-	402.0	6.52	44531.86	7.7
CP001157.1_3255542_3256750_+	CP001157.1_3255542_3256750_+	402.0	6.59	43468.77	-91.1
CP001157.1_1473261_1474469_+	CP001157.1_1473261_1474469_+	402.0	5.12	42050.53	20.7
CP001157.1_1715867_1717075_+	CP001157.1_1715867_1717075_+	402.0	6.15	44966.0	-163.2
CP001157.1_4100541_4101746_+	CP001157.1_4100541_4101746_+	401.0	9.5	44981.38	-195.2
CP001157.1_1409710_1410915_+	CP001157.1_1409710_1410915_+	401.0	5.58	42391.98	-16.8
CP001157.1_357168_358373_-	CP001157.1_357168_358373_-	401.0	10.6	41717.82	360.7
CP001157.1_4830605_4831810_-	CP001157.1_4830605_4831810_-	401.0	6.99	44756.28	-71.4
CP001157.1_2406911_2408116_+	CP001157.1_2406911_2408116_+	401.0	4.23	42266.26	-98.9
CP001157.1_2295555_2296760_+	CP001157.1_2295555_2296760_+	401.0	4.95	45517.35	-143.1
CP001157.1_3681873_3683078_-	CP001157.1_3681873_3683078_-	401.0	9.08	44165.25	-86.5
CP001157.1_4565974_4567179_+	CP001157.1_4565974_4567179_+	401.0	10.13	42224.91	272.9
CP001157.1_3845075_3846280_+	CP001157.1_3845075_3846280_+	401.0	9.57	41436.13	366.6
CP001157.1_2387780_2388985_-	CP001157.1_2387780_2388985_-	401.0	7.91	45157.61	-94.0
CP001157.1_1385646_1386851_+	CP001157.1_1385646_1386851_+	401.0	5.07	43086.66	-2.4
CP001157.1_3472041_3473243_-	CP001157.1_3472041_3473243_-	400.0	9.52	44854.59	156.4
CP001157.1_3679716_3680918_-	CP001157.1_3679716_3680918_-	400.0	9.84	44909.97	-192.5
CP001157.1_2558147_2559349_+	CP001157.1_2558147_2559349_+	400.0	11.62	45143.97	-54.8
CP001157.1_3715826_3717028_+	CP001157.1_3715826_3717028_+	400.0	9.17	44798.61	-76.1
CP001157.1_159989_161191_+	CP001157.1_159989_161191_+	400.0	5.38	43762.89	-73.4
CP001157.1_310311_311513_-	CP001157.1_310311_311513_-	400.0	6.58	43995.83	-153.1
CP001157.1_4864995_4866193_+	CP001157.1_4864995_4866193_+	399.0	7.47	43016.31	-13.7
CP001157.1_778959_780158_+	CP001157.1_778959_780158_+	399.0	5.79	45201.72	-170.5
CP001157.1_1270796_1271995_+	CP001157.1_1270796_1271995_+	399.0	7.53	45512.99	238.2
CP001157.1_2041872_2043071_-	CP001157.1_2041872_2043071_-	399.0	9.68	45695.41	-268.2
CP001157.1_3077009_3078208_-	CP001157.1_3077009_3078208_-	399.0	5.41	41976.47	23.0
CP001157.1_4675489_4676688_-	CP001157.1_4675489_4676688_-	399.0	6.21	44097.8	-62.8
CP001157.1_1593822_1595021_-	CP001157.1_1593822_1595021_-	399.0	6.68	43606.88	79.3
CP001157.1_882596_883795_-	CP001157.1_882596_883795_-	399.0	5.58	43642.65	-7.4
CP001157.1_4144396_4145595_+	CP001157.1_4144396_4145595_+	399.0	6.72	42662.59	-1.5
CP001157.1_4533828_4535024_-	CP001157.1_4533828_4535024_-	398.0	8.92	43417.9	-15.7
CP001157.1_2677358_2678554_+	CP001157.1_2677358_2678554_+	398.0	5.61	44312.07	-99.8
CP001157.1_1996152_1997348_-	CP001157.1_1996152_1997348_-	398.0	6.52	43162.13	9.1
CP001157.1_3950157_3951353_+	CP001157.1_3950157_3951353_+	398.0	6.55	43834.45	-3.6
CP001157.1_1613713_1614909_+	CP001157.1_1613713_1614909_+	398.0	9.37	42022.78	351.4
CP001157.1_605463_606656_+	CP001157.1_605463_606656_+	397.0	5.24	43203.33	-69.0
CP001157.1_588990_590183_+	CP001157.1_588990_590183_+	397.0	5.24	43235.39	-71.3
CP001157.1_3231526_3232719_-	CP001157.1_3231526_3232719_-	397.0	8.16	43381.32	27.5
CP001157.1_3953941_3955134_-	CP001157.1_3953941_3955134_-	397.0	5.38	44403.29	-98.4
CP001157.1_2320912_2322105_+	CP001157.1_2320912_2322105_+	397.0	5.51	41889.52	-16.9
CP001157.1_4668294_4669487_+	CP001157.1_4668294_4669487_+	397.0	11.87	45232.77	-112.6
CP001157.1_1483482_1484675_+	CP001157.1_1483482_1484675_+	397.0	5.96	43593.64	-27.3
CP001157.1_312372_313565_-	CP001157.1_312372_313565_-	397.0	6.85	43493.09	-26.5
CP001157.1_2144543_2145736_+	CP001157.1_2144543_2145736_+	397.0	5.64	42152.24	51.6
CP001157.1_532586_533776_-	CP001157.1_532586_533776_-	396.0	5.35	42894.49	-63.0
CP001157.1_3570782_3571972_+	CP001157.1_3570782_3571972_+	396.0	5.52	42846.45	-34.3
CP001157.1_3215240_3216430_+	CP001157.1_3215240_3216430_+	396.0	6.75	42651.51	-56.1
CP001157.1_3011874_3013064_+	CP001157.1_3011874_3013064_+	396.0	10.77	42822.64	-34.4
CP001157.1_2949996_2951186_+	CP001157.1_2949996_2951186_+	396.0	9.62	44345.19	104.7
CP001157.1_3658820_3660010_-	CP001157.1_3658820_3660010_-	396.0	5.58	42425.97	-14.9
CP001157.1_3790949_3792139_-	CP001157.1_3790949_3792139_-	396.0	4.74	42396.98	10.2
CP001157.1_4432107_4433297_-	CP001157.1_4432107_4433297_-	396.0	6.0	42041.97	40.2
CP001157.1_2157053_2158243_+	CP001157.1_2157053_2158243_+	396.0	6.99	42728.4	-52.3
CP001157.1_717105_718292_+	CP001157.1_717105_718292_+	395.0	5.03	42919.22	40.7
CP001157.1_2495582_2496769_-	CP001157.1_2495582_2496769_-	395.0	5.63	43262.44	-59.4
CP001157.1_5095400_5096587_-	CP001157.1_5095400_5096587_-	395.0	7.42	44433.17	-256.7
CP001157.1_5247301_5248488_-	CP001157.1_5247301_5248488_-	395.0	5.93	40709.71	68.0
CP001157.1_4850011_4851198_+	CP001157.1_4850011_4851198_+	395.0	8.74	43237.62	-56.0
CP001157.1_695277_696464_+	CP001157.1_695277_696464_+	395.0	6.93	40878.96	61.1
CP001157.1_1548376_1549563_+	CP001157.1_1548376_1549563_+	395.0	10.22	44953.27	-268.5
CP001157.1_4806111_4807298_-	CP001157.1_4806111_4807298_-	395.0	6.74	43399.61	-40.9
CP001157.1_3532399_3533586_-	CP001157.1_3532399_3533586_-	395.0	5.88	42337.12	-2.4
CP001157.1_1420120_1421304_-	CP001157.1_1420120_1421304_-	394.0	6.01	44315.49	-108.5
CP001157.1_867468_868652_+	CP001157.1_867468_868652_+	394.0	5.78	44150.39	-111.4
CP001157.1_1294603_1295787_+	CP001157.1_1294603_1295787_+	394.0	4.9	41192.02	14.5
CP001157.1_4454311_4455495_+	CP001157.1_4454311_4455495_+	394.0	6.49	41923.11	38.7
CP001157.1_2669964_2671145_-	CP001157.1_2669964_2671145_-	393.0	5.65	41980.29	-98.6
CP001157.1_4008402_4009583_-	CP001157.1_4008402_4009583_-	393.0	5.4	42398.27	-23.4
CP001157.1_5019900_5021081_-	CP001157.1_5019900_5021081_-	393.0	5.82	42782.98	-44.6
CP001157.1_3039658_3040839_-	CP001157.1_3039658_3040839_-	393.0	5.33	42966.22	141.8
CP001157.1_4899751_4900932_-	CP001157.1_4899751_4900932_-	393.0	9.22	40846.67	335.9
CP001157.1_5178735_5179916_+	CP001157.1_5178735_5179916_+	393.0	6.5	42987.2	-38.9
CP001157.1_1406000_1407178_+	CP001157.1_1406000_1407178_+	392.0	9.82	43891.15	-64.0
CP001157.1_1667263_1668441_-	CP001157.1_1667263_1668441_-	392.0	10.35	44602.94	-269.7
CP001157.1_3241379_3242557_+	CP001157.1_3241379_3242557_+	392.0	6.11	43351.73	-128.4
CP001157.1_2221634_2222812_+	CP001157.1_2221634_2222812_+	392.0	6.25	41380.36	40.5
CP001157.1_76032_77210_-	CP001157.1_76032_77210_-	392.0	10.23	44721.05	-280.7
CP001157.1_5088979_5090157_-	CP001157.1_5088979_5090157_-	392.0	6.75	44189.88	-247.6
CP001157.1_5221415_5222593_+	CP001157.1_5221415_5222593_+	392.0	6.65	44048.64	-272.4
CP001157.1_2791442_2792620_-	CP001157.1_2791442_2792620_-	392.0	6.11	44328.97	-277.0
CP001157.1_4264408_4265586_-	CP001157.1_4264408_4265586_-	392.0	10.19	44675.99	-277.0
CP001157.1_957959_959137_+	CP001157.1_957959_959137_+	392.0	8.16	41251.13	359.1
CP001157.1_3364956_3366134_+	CP001157.1_3364956_3366134_+	392.0	6.44	45506.83	-195.9
CP001157.1_4295676_4296851_-	CP001157.1_4295676_4296851_-	391.0	6.47	43019.21	10.5
CP001157.1_3114156_3115331_+	CP001157.1_3114156_3115331_+	391.0	6.99	43151.36	-57.3
CP001157.1_4514223_4515398_+	CP001157.1_4514223_4515398_+	391.0	7.41	41736.11	15.5
CP001157.1_3785046_3786221_-	CP001157.1_3785046_3786221_-	391.0	5.88	42500.52	-162.0
CP001157.1_580839_582014_+	CP001157.1_580839_582014_+	391.0	5.77	41424.29	42.9
CP001157.1_4477614_4478789_-	CP001157.1_4477614_4478789_-	391.0	6.11	41769.7	9.7
CP001157.1_1425627_1426802_+	CP001157.1_1425627_1426802_+	391.0	6.19	41374.54	10.6
CP001157.1_4866303_4867478_-	CP001157.1_4866303_4867478_-	391.0	10.82	41070.21	368.9
CP001157.1_3865658_3866833_-	CP001157.1_3865658_3866833_-	391.0	5.66	40702.59	18.1
CP001157.1_2478916_2480088_-	CP001157.1_2478916_2480088_-	390.0	9.82	44850.54	-120.6
CP001157.1_1620034_1621206_+	CP001157.1_1620034_1621206_+	390.0	6.1	40720.68	54.3
CP001157.1_3074152_3075321_-	CP001157.1_3074152_3075321_-	389.0	5.78	41798.13	14.0
CP001157.1_1649327_1650496_+	CP001157.1_1649327_1650496_+	389.0	6.02	43802.51	-242.7
CP001157.1_5094100_5095269_+	CP001157.1_5094100_5095269_+	389.0	6.01	43009.8	-87.9
CP001157.1_2104058_2105227_-	CP001157.1_2104058_2105227_-	389.0	9.46	42447.66	121.1
CP001157.1_1393397_1394566_+	CP001157.1_1393397_1394566_+	389.0	9.44	39571.98	396.1
CP001157.1_3312151_3313320_-	CP001157.1_3312151_3313320_-	389.0	6.06	43387.33	-108.3
CP001157.1_1721082_1722251_+	CP001157.1_1721082_1722251_+	389.0	5.88	41131.99	50.5
CP001157.1_2923673_2924839_+	CP001157.1_2923673_2924839_+	388.0	4.52	44208.89	-124.3
CP001157.1_4164705_4165871_+	CP001157.1_4164705_4165871_+	388.0	7.25	43808.01	-121.2
CP001157.1_1046532_1047698_-	CP001157.1_1046532_1047698_-	388.0	7.19	42230.4	-33.7
CP001157.1_3940212_3941378_-	CP001157.1_3940212_3941378_-	388.0	5.32	41409.8	103.3
CP001157.1_657583_658749_-	CP001157.1_657583_658749_-	388.0	5.35	42959.6	-170.0
CP001157.1_4751246_4752412_+	CP001157.1_4751246_4752412_+	388.0	5.31	43707.59	-172.9
CP001157.1_1036560_1037726_-	CP001157.1_1036560_1037726_-	388.0	4.97	42498.96	-108.9
CP001157.1_3306480_3307646_-	CP001157.1_3306480_3307646_-	388.0	9.37	43126.36	-119.5
CP001157.1_2317033_2318196_+	CP001157.1_2317033_2318196_+	387.0	7.15	42676.74	-99.1
CP001157.1_714754_715917_+	CP001157.1_714754_715917_+	387.0	5.38	42853.02	-227.3
CP001157.1_2826606_2827769_+	CP001157.1_2826606_2827769_+	387.0	8.43	44728.08	-156.1
CP001157.1_1195702_1196865_+	CP001157.1_1195702_1196865_+	387.0	5.08	43626.04	-59.5
CP001157.1_538297_539457_+	CP001157.1_538297_539457_+	386.0	5.02	40449.54	74.5
CP001157.1_3815925_3817085_-	CP001157.1_3815925_3817085_-	386.0	10.34	44881.75	-109.4
CP001157.1_3473279_3474439_-	CP001157.1_3473279_3474439_-	386.0	7.09	40627.55	147.2
CP001157.1_2055211_2056371_+	CP001157.1_2055211_2056371_+	386.0	7.85	43215.24	108.1
CP001157.1_3968010_3969170_+	CP001157.1_3968010_3969170_+	386.0	5.18	41138.67	2.2
CP001157.1_1713921_1715081_-	CP001157.1_1713921_1715081_-	386.0	9.19	40529.43	345.7
CP001157.1_1349729_1350889_-	CP001157.1_1349729_1350889_-	386.0	5.84	41044.06	13.1
CP001157.1_4232559_4233719_-	CP001157.1_4232559_4233719_-	386.0	6.81	43391.18	-153.4
CP001157.1_2120182_2121339_+	CP001157.1_2120182_2121339_+	385.0	9.31	40202.91	331.5
CP001157.1_4936837_4937994_-	CP001157.1_4936837_4937994_-	385.0	5.12	41541.02	-69.2
CP001157.1_2001512_2002666_+	CP001157.1_2001512_2002666_+	384.0	9.27	43001.3	117.3
CP001157.1_155646_156800_+	CP001157.1_155646_156800_+	384.0	5.55	41497.22	-25.3
CP001157.1_4400674_4401828_-	CP001157.1_4400674_4401828_-	384.0	10.7	42209.16	-96.6
CP001157.1_3219556_3220710_-	CP001157.1_3219556_3220710_-	384.0	5.94	41654.65	-97.2
CP001157.1_4078784_4079938_-	CP001157.1_4078784_4079938_-	384.0	5.47	40802.17	-1.2
CP001157.1_321002_322156_-	CP001157.1_321002_322156_-	384.0	9.36	42069.07	-106.7
CP001157.1_2380201_2381352_+	CP001157.1_2380201_2381352_+	383.0	9.74	41778.51	289.2
CP001157.1_3148536_3149687_-	CP001157.1_3148536_3149687_-	383.0	5.0	41166.58	-72.9
CP001157.1_2399580_2400731_+	CP001157.1_2399580_2400731_+	383.0	3.9	39896.35	-36.7
CP001157.1_4503064_4504215_-	CP001157.1_4503064_4504215_-	383.0	6.29	41991.5	-62.4
CP001157.1_1014099_1015250_-	CP001157.1_1014099_1015250_-	383.0	5.74	41497.45	-16.9
CP001157.1_3259008_3260159_+	CP001157.1_3259008_3260159_+	383.0	7.23	41955.02	-81.5
CP001157.1_1941679_1942830_+	CP001157.1_1941679_1942830_+	383.0	5.58	41376.92	-62.5
CP001157.1_295168_296319_-	CP001157.1_295168_296319_-	383.0	6.58	42643.83	-122.1
CP001157.1_5240773_5241924_+	CP001157.1_5240773_5241924_+	383.0	9.06	41433.41	-55.3
CP001157.1_1258768_1259919_-	CP001157.1_1258768_1259919_-	383.0	5.4	40737.64	17.0
CP001157.1_450447_451595_-	CP001157.1_450447_451595_-	382.0	5.55	40929.28	224.5
CP001157.1_5215262_5216410_-	CP001157.1_5215262_5216410_-	382.0	5.38	42387.29	-39.3
CP001157.1_3634927_3636075_-	CP001157.1_3634927_3636075_-	382.0	5.4	39776.66	-70.8
CP001157.1_4045579_4046727_+	CP001157.1_4045579_4046727_+	382.0	7.06	41742.52	-67.7
CP001157.1_414057_415205_+	CP001157.1_414057_415205_+	382.0	5.19	41674.02	-57.6
CP001157.1_3159600_3160748_-	CP001157.1_3159600_3160748_-	382.0	5.86	40936.38	-19.9
CP001157.1_797540_798688_+	CP001157.1_797540_798688_+	382.0	9.08	41587.66	324.5
CP001157.1_4071487_4072635_-	CP001157.1_4071487_4072635_-	382.0	5.61	42534.59	-5.9
CP001157.1_754488_755636_-	CP001157.1_754488_755636_-	382.0	5.51	39669.32	55.6
CP001157.1_1543337_1544485_+	CP001157.1_1543337_1544485_+	382.0	10.31	43173.38	-324.4
CP001157.1_857494_858639_-	CP001157.1_857494_858639_-	381.0	9.56	43599.65	-217.8
CP001157.1_5126370_5127515_+	CP001157.1_5126370_5127515_+	381.0	9.56	43590.64	-218.1
CP001157.1_2100454_2101599_-	CP001157.1_2100454_2101599_-	381.0	9.56	43599.65	-217.8
CP001157.1_1525470_1526615_-	CP001157.1_1525470_1526615_-	381.0	5.94	41959.0	-61.7
CP001157.1_2232594_2233739_-	CP001157.1_2232594_2233739_-	381.0	9.56	43599.65	-217.8
