Sample	seq_name	length	PI	MW	Hydro
CP001157.1_4695 # 5139591 # 5140286 # -1 # ID=1_4695;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.723	CP001157.1_4695	231.0	10.77	23975.72	230.1
CP001157.1_4717 # 5163716 # 5164405 # -1 # ID=1_4717;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.675	CP001157.1_4717	229.0	5.52	24863.61	-31.3
CP001157.1_4689 # 5134619 # 5135299 # -1 # ID=1_4689;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.658	CP001157.1_4689	226.0	8.05	24301.8	181.3
CP001157.1_4794 # 5282150 # 5282809 # 1 # ID=1_4794;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.680	CP001157.1_4794	219.0	6.55	24568.07	-52.9
CP001157.1_4771 # 5248590 # 5249246 # -1 # ID=1_4771;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.670	CP001157.1_4771	218.0	4.77	23175.74	45.1
CP001157.1_4834 # 5338060 # 5338707 # -1 # ID=1_4834;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.636	CP001157.1_4834	215.0	7.31	24129.61	-64.5
CP001157.1_4840 # 5349866 # 5350498 # -1 # ID=1_4840;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.597	CP001157.1_4840	210.0	5.94	22784.66	-71.0
CP001157.1_4762 # 5234800 # 5235429 # 1 # ID=1_4762;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621	CP001157.1_4762	209.0	6.8	21867.05	56.9
CP001157.1_4769 # 5246631 # 5247257 # -1 # ID=1_4769;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.697	CP001157.1_4769	208.0	8.74	22390.03	17.7
CP001157.1_4748 # 5216489 # 5217112 # -1 # ID=1_4748;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.740	CP001157.1_4748	207.0	5.49	21414.88	91.4
CP001157.1_4680 # 5121122 # 5121745 # -1 # ID=1_4680;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.710	CP001157.1_4680	207.0	4.63	22769.02	-8.1
CP001157.1_4776 # 5253382 # 5254002 # 1 # ID=1_4776;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.738	CP001157.1_4776	206.0	10.94	22231.47	130.2
CP001157.1_4786 # 5270605 # 5271222 # 1 # ID=1_4786;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.628	CP001157.1_4786	205.0	9.09	22930.44	202.5
CP001157.1_4709 # 5157710 # 5158312 # 1 # ID=1_4709;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.468	CP001157.1_4709	200.0	9.27	21785.67	-49.9
CP001157.1_4727 # 5174301 # 5174888 # 1 # ID=1_4727;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.645	CP001157.1_4727	195.0	5.83	22409.31	-102.0
CP001157.1_4843 # 5354563 # 5355150 # -1 # ID=1_4843;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.507	CP001157.1_4843	195.0	6.44	21742.69	86.5
CP001157.1_4721 # 5167584 # 5168156 # -1 # ID=1_4721;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.647	CP001157.1_4721	190.0	7.69	19931.24	245.2
CP001157.1_4665 # 5109215 # 5109778 # 1 # ID=1_4665;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.730	CP001157.1_4665	187.0	11.73	18754.52	191.1
CP001157.1_4702 # 5149261 # 5149824 # 1 # ID=1_4702;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.661	CP001157.1_4702	187.0	4.91	20822.49	-104.9
CP001157.1_4793 # 5281471 # 5282031 # -1 # ID=1_4793;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.711	CP001157.1_4793	186.0	6.05	19950.83	12.9
CP001157.1_4792 # 5280704 # 5281261 # 1 # ID=1_4792;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.570	CP001157.1_4792	185.0	9.81	20669.81	-64.2
CP001157.1_4711 # 5160435 # 5160980 # 1 # ID=1_4711;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.720	CP001157.1_4711	181.0	9.9	20298.92	-133.1
CP001157.1_4827 # 5333591 # 5334127 # -1 # ID=1_4827;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.613	CP001157.1_4827	178.0	4.89	19385.98	-13.2
CP001157.1_4720 # 5167010 # 5167534 # -1 # ID=1_4720;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.690	CP001157.1_4720	174.0	4.58	17692.6	77.2
CP001157.1_4808 # 5306195 # 5306692 # -1 # ID=1_4808;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645	CP001157.1_4808	165.0	9.22	18641.15	-116.8
CP001157.1_4701 # 5148576 # 5149073 # -1 # ID=1_4701;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.629	CP001157.1_4701	165.0	8.57	18777.72	8.4
CP001157.1_4704 # 5151416 # 5151913 # 1 # ID=1_4704;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608	CP001157.1_4704	165.0	5.04	17658.89	-36.8
CP001157.1_4847 # 5359570 # 5360061 # -1 # ID=1_4847;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	CP001157.1_4847	163.0	6.4	18199.68	-46.1
CP001157.1_4828 # 5334140 # 5334610 # -1 # ID=1_4828;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567	CP001157.1_4828	156.0	7.76	17486.08	-65.2
CP001157.1_4675 # 5118824 # 5119285 # -1 # ID=1_4675;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.738	CP001157.1_4675	153.0	5.84	16341.74	-1.0
CP001157.1_4705 # 5151929 # 5152381 # 1 # ID=1_4705;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.726	CP001157.1_4705	150.0	6.02	16850.99	-78.3
CP001157.1_4678 # 5120355 # 5120801 # -1 # ID=1_4678;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.680	CP001157.1_4678	148.0	4.55	16252.68	14.0
CP001157.1_4726 # 5173858 # 5174301 # 1 # ID=1_4726;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.660	CP001157.1_4726	147.0	7.4	16424.91	-40.0
CP001157.1_4823 # 5329203 # 5329631 # -1 # ID=1_4823;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643	CP001157.1_4823	142.0	5.12	15253.51	-4.2
CP001157.1_4692 # 5137140 # 5137568 # 1 # ID=1_4692;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.681	CP001157.1_4692	142.0	8.83	14358.75	67.6
CP001157.1_4779 # 5257899 # 5258312 # 1 # ID=1_4779;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.638	CP001157.1_4779	137.0	5.07	15076.09	-28.9
CP001157.1_4666 # 5110064 # 5110468 # 1 # ID=1_4666;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.699	CP001157.1_4666	134.0	6.61	13286.73	-23.3
CP001157.1_4712 # 5160977 # 5161372 # -1 # ID=1_4712;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_4712	131.0	7.53	13242.71	89.3
CP001157.1_4713 # 5161556 # 5161951 # -1 # ID=1_4713;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.707	CP001157.1_4713	131.0	5.56	14352.12	-37.9
CP001157.1_4667 # 5110745 # 5111137 # 1 # ID=1_4667;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.654	CP001157.1_4667	130.0	5.21	13446.32	-8.5
CP001157.1_4851 # 5364285 # 5364677 # -1 # ID=1_4851;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.634	CP001157.1_4851	130.0	11.92	14558.02	-46.7
CP001157.1_4780 # 5258354 # 5258728 # -1 # ID=1_4780;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_4780	124.0	11.23	14897.11	-89.2
CP001157.1_4728 # 5174885 # 5175247 # 1 # ID=1_4728;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.675	CP001157.1_4728	120.0	7.94	13229.1	-24.5
CP001157.1_4831 # 5335828 # 5336187 # -1 # ID=1_4831;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628	CP001157.1_4831	119.0	10.57	12704.32	121.7
CP001157.1_4673 # 5117447 # 5117788 # -1 # ID=1_4673;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.678	CP001157.1_4673	113.0	4.83	12610.48	2.0
CP001157.1_4729 # 5175257 # 5175586 # 1 # ID=1_4729;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.624	CP001157.1_4729	109.0	6.82	11906.89	-4.7
CP001157.1_4785 # 5269996 # 5270319 # -1 # ID=1_4785;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.605	CP001157.1_4785	107.0	6.52	11713.16	-63.0
CP001157.1_4679 # 5120798 # 5121118 # -1 # ID=1_4679;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.751	CP001157.1_4679	106.0	4.88	11436.24	-1.3
CP001157.1_4846 # 5359086 # 5359403 # -1 # ID=1_4846;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	CP001157.1_4846	105.0	9.17	11653.55	-19.4
CP001157.1_4725 # 5173568 # 5173846 # 1 # ID=1_4725;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.638	CP001157.1_4725	92.0	4.42	9622.03	12.3
CP001157.1_4715 # 5162704 # 5162964 # -1 # ID=1_4715;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.602	CP001157.1_4715	86.0	4.39	9631.86	-47.0
CP001157.1_4670 # 5113952 # 5114206 # -1 # ID=1_4670;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.678	CP001157.1_4670	84.0	4.46	8983.41	27.6
CP001157.1_4850 # 5364047 # 5364292 # -1 # ID=1_4850;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622	CP001157.1_4850	81.0	9.59	9098.56	-21.7
CP001157.1_4829 # 5334704 # 5334940 # -1 # ID=1_4829;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.591	CP001157.1_4829	78.0	4.88	7957.67	91.8
CP001157.1_4676 # 5119292 # 5119510 # -1 # ID=1_4676;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.731	CP001157.1_4676	72.0	4.52	8086.09	-30.9
CP001157.1_4730 # 5175900 # 5176115 # -1 # ID=1_4730;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537	CP001157.1_4730	71.0	8.05	8401.59	-32.9
CP001157.1_4663 # 5107667 # 5107870 # -1 # ID=1_4663;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632	CP001157.1_4663	67.0	5.11	7644.63	-31.9
CP001157.1_4752 # 5220692 # 5220832 # 1 # ID=1_4752;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.645	CP001157.1_4752	46.0	9.53	5110.88	-17.4
CP001157.1_4852 # 5364692 # 5364826 # -1 # ID=1_4852;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_4852	44.0	13.5	5211.21	-54.2
CP001157.1_1118 # 1185861 # 1194011 # -1 # ID=1_1118;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.676	CP001157.1_1118	2716.0	4.11	267387.36	114.4
CP001157.1_1745 # 1872588 # 1877453 # 1 # ID=1_1745;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.689	CP001157.1_1745	1621.0	5.79	182228.04	-307.9
CP001157.1_2117 # 2285173 # 2289648 # -1 # ID=1_2117;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.567	CP001157.1_2117	1491.0	6.44	167143.21	-706.8
CP001157.1_473 # 485252 # 489619 # -1 # ID=1_473;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_473	1455.0	7.59	160387.85	116.4
CP001157.1_569 # 598022 # 602221 # 1 # ID=1_569;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632	CP001157.1_569	1399.0	6.66	154856.96	-321.8
CP001157.1_881 # 918662 # 922828 # 1 # ID=1_881;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.515	CP001157.1_881	1388.0	6.17	154376.73	44.7
CP001157.1_1499 # 1608506 # 1612630 # 1 # ID=1_1499;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	CP001157.1_1499	1374.0	7.99	154203.67	-489.2
CP001157.1_472 # 481139 # 485242 # -1 # ID=1_472;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.715	CP001157.1_472	1367.0	6.94	146840.55	-574.4
CP001157.1_568 # 593880 # 597956 # 1 # ID=1_568;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.624	CP001157.1_568	1358.0	5.35	150932.26	-380.3
CP001157.1_1668 # 1786685 # 1790758 # 1 # ID=1_1668;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.698	CP001157.1_1668	1357.0	6.06	151374.41	-313.6
CP001157.1_1962 # 2112127 # 2116119 # -1 # ID=1_1962;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.731	CP001157.1_1962	1330.0	5.69	143783.19	-1.1
CP001157.1_878 # 913778 # 917650 # 1 # ID=1_878;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.541	CP001157.1_878	1290.0	6.63	145096.55	-136.3
CP001157.1_1155 # 1235100 # 1238933 # 1 # ID=1_1155;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.699	CP001157.1_1155	1277.0	8.87	139248.18	-301.0
CP001157.1_232 # 237818 # 241405 # 1 # ID=1_232;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.715	CP001157.1_232	1195.0	8.3	127887.51	506.6
CP001157.1_2330 # 2520652 # 2524227 # 1 # ID=1_2330;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	CP001157.1_2330	1191.0	5.22	131367.42	-159.4
CP001157.1_1356 # 1461734 # 1465198 # -1 # ID=1_1356;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.671	CP001157.1_1356	1154.0	4.9	128961.12	-864.7
CP001157.1_1332 # 1435934 # 1439383 # -1 # ID=1_1332;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.679	CP001157.1_1332	1149.0	5.87	128625.89	-185.9
CP001157.1_1052 # 1105374 # 1108787 # 1 # ID=1_1052;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.718	CP001157.1_1052	1137.0	5.91	127603.2	-709.8
CP001157.1_403 # 406566 # 409922 # 1 # ID=1_403;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.696	CP001157.1_403	1118.0	5.8	126864.06	-409.7
CP001157.1_782 # 810958 # 814182 # 1 # ID=1_782;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.716	CP001157.1_782	1074.0	7.69	115314.9	250.8
CP001157.1_1276 # 1357215 # 1360379 # 1 # ID=1_1276;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_1276	1054.0	6.38	115493.69	-26.9
CP001157.1_176 # 184046 # 187186 # 1 # ID=1_176;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.610	CP001157.1_176	1046.0	5.13	112909.11	299.1
CP001157.1_1079 # 1137488 # 1140622 # 1 # ID=1_1079;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626	CP001157.1_1079	1044.0	4.9	111531.32	-254.8
CP001157.1_1717 # 1836621 # 1839740 # 1 # ID=1_1717;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_1717	1039.0	6.13	111748.54	379.8
CP001157.1_1311 # 1410918 # 1414031 # 1 # ID=1_1311;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.692	CP001157.1_1311	1037.0	5.19	111507.33	413.5
CP001157.1_1312 # 1414028 # 1417129 # 1 # ID=1_1312;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.681	CP001157.1_1312	1033.0	7.01	111491.8	358.3
CP001157.1_1277 # 1360420 # 1363509 # -1 # ID=1_1277;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_1277	1029.0	9.34	115293.22	-287.2
CP001157.1_355 # 361140 # 364196 # 1 # ID=1_355;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_355	1018.0	6.68	112727.65	-338.8
CP001157.1_602 # 620747 # 623695 # -1 # ID=1_602;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	CP001157.1_602	982.0	7.4	108484.92	-273.6
CP001157.1_305 # 303965 # 306838 # 1 # ID=1_305;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.675	CP001157.1_305	957.0	5.56	106780.7	-187.5
CP001157.1_1110 # 1173068 # 1175941 # 1 # ID=1_1110;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.734	CP001157.1_1110	957.0	5.0	101669.16	47.1
CP001157.1_1058 # 1115343 # 1118177 # -1 # ID=1_1058;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.664	CP001157.1_1058	944.0	5.5	107206.99	-342.1
CP001157.1_1070 # 1129173 # 1132004 # 1 # ID=1_1070;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.659	CP001157.1_1070	943.0	5.91	105564.12	-230.2
CP001157.1_635 # 650050 # 652851 # -1 # ID=1_635;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_635	933.0	5.78	103022.73	31.5
CP001157.1_1808 # 1945535 # 1948321 # 1 # ID=1_1808;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_1808	928.0	6.68	98259.8	852.6
CP001157.1_2299 # 2485627 # 2488380 # -1 # ID=1_2299;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.718	CP001157.1_2299	917.0	7.4	102274.53	-249.8
CP001157.1_1218 # 1297593 # 1300340 # 1 # ID=1_1218;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.629	CP001157.1_1218	915.0	5.6	103670.55	-414.6
CP001157.1_364 # 372746 # 375490 # -1 # ID=1_364;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.692	CP001157.1_364	914.0	5.56	101057.89	-338.5
CP001157.1_1549 # 1663231 # 1665966 # -1 # ID=1_1549;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.691	CP001157.1_1549	911.0	5.56	99100.68	112.4
CP001157.1_1451 # 1552962 # 1555694 # 1 # ID=1_1451;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.666	CP001157.1_1451	910.0	5.05	100074.17	-223.6
CP001157.1_60 # 65145 # 67871 # -1 # ID=1_60;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.693	CP001157.1_60	908.0	5.56	98880.24	-84.7
CP001157.1_2118 # 2290021 # 2292735 # -1 # ID=1_2118;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.701	CP001157.1_2118	904.0	6.19	97978.24	85.8
CP001157.1_1591 # 1699773 # 1702478 # 1 # ID=1_1591;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.699	CP001157.1_1591	901.0	5.87	98862.71	-155.9
CP001157.1_2155 # 2330796 # 2333501 # -1 # ID=1_2155;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_2155	901.0	6.55	97671.41	-160.6
CP001157.1_1858 # 1991087 # 1993774 # -1 # ID=1_1858;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_1858	895.0	5.32	97314.37	-119.1
CP001157.1_1733 # 1854671 # 1857328 # 1 # ID=1_1733;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_1733	885.0	5.18	99289.5	-231.1
CP001157.1_1744 # 1869812 # 1872442 # -1 # ID=1_1744;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.707	CP001157.1_1744	876.0	8.78	94970.8	416.2
CP001157.1_1924 # 2063426 # 2066056 # -1 # ID=1_1924;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.627	CP001157.1_1924	876.0	5.51	93509.6	381.3
CP001157.1_2266 # 2448146 # 2450770 # 1 # ID=1_2266;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.738	CP001157.1_2266	874.0	6.61	94317.23	-15.0
CP001157.1_985 # 1029227 # 1031845 # -1 # ID=1_985;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.690	CP001157.1_985	872.0	7.42	98856.79	-284.2
CP001157.1_820 # 847763 # 850375 # -1 # ID=1_820;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	CP001157.1_820	870.0	5.37	96892.03	-253.6
CP001157.1_2167 # 2348202 # 2350811 # -1 # ID=1_2167;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	CP001157.1_2167	869.0	5.5	93346.3	-60.1
CP001157.1_1322 # 1427388 # 1429994 # 1 # ID=1_1322;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.660	CP001157.1_1322	868.0	7.22	97754.19	-521.6
CP001157.1_2145 # 2318198 # 2320801 # 1 # ID=1_2145;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_2145	867.0	5.32	94720.98	-138.5
CP001157.1_702 # 720260 # 722845 # 1 # ID=1_702;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662	CP001157.1_702	861.0	7.45	96874.29	-428.0
CP001157.1_2001 # 2162303 # 2164873 # 1 # ID=1_2001;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.648	CP001157.1_2001	856.0	5.11	93777.15	-360.5
CP001157.1_1087 # 1147811 # 1150375 # 1 # ID=1_1087;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.653	CP001157.1_1087	854.0	5.36	94923.51	-300.6
CP001157.1_460 # 467607 # 470135 # 1 # ID=1_460;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_460	842.0	4.52	93192.78	-448.3
CP001157.1_1792 # 1929294 # 1931813 # -1 # ID=1_1792;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.673	CP001157.1_1792	839.0	6.4	92578.21	-222.4
CP001157.1_907 # 948245 # 950761 # 1 # ID=1_907;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.745	CP001157.1_907	838.0	6.81	91449.3	-121.9
CP001157.1_1656 # 1774338 # 1776848 # 1 # ID=1_1656;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_1656	836.0	5.92	94324.09	-208.2
CP001157.1_1018 # 1065721 # 1068228 # 1 # ID=1_1018;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.692	CP001157.1_1018	835.0	8.73	91902.63	538.6
CP001157.1_2128 # 2300989 # 2303490 # -1 # ID=1_2128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	CP001157.1_2128	833.0	9.52	89345.56	317.9
CP001157.1_404 # 410038 # 412533 # 1 # ID=1_404;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.703	CP001157.1_404	831.0	5.97	92681.72	-130.4
